"peak_id","height_range","seasons","sex","age","success","solo","died"
"CHOY","7850 - 8199","Spring","M",47,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",38,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",16,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",62,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",52,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",55,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",23,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",40,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",25,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",68,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",34,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",65,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",56,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",38,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",54,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",22,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",25,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",54,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",33,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",30,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",44,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",50,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",33,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",25,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",21,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",54,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",44,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",54,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",45,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",23,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",53,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",64,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",45,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",57,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",54,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",28,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",53,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",67,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",18,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",44,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",57,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",22,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",56,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",64,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",28,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",23,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",21,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",50,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",64,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",63,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",53,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",31,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",62,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",50,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",44,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",64,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",28,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",67,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",25,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",56,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",44,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",66,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",53,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",46,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",57,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",65,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",51,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",25,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",28,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",61,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",50,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",25,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",52,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",50,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",30,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",56,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",26,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",42,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",42,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",31,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",58,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","F",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",43,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",43,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",62,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",44,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",64,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",28,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",53,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",53,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",35,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",65,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",42,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",30,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",42,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",19,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",44,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",35,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",60,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",54,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",50,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",64,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",29,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",29,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",53,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",59,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",32,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",38,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",33,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",44,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",40,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",36,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",47,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",64,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",44,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",42,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",36,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",63,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",56,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",30,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",54,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",46,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",50,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",43,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",32,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",37,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",31,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",37,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",35,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",27,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",34,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",51,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",29,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","F",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",57,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",32,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",58,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",39,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",41,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",48,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",50,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",55,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Spring","M",45,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",32,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",58,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",37,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",49,TRUE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",55,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",61,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",52,FALSE,FALSE,FALSE
"CHOY","7850 - 8199","Autumn","M",52,TRUE,FALSE,FALSE
